time/s	mode	Capacity/mA.h	(Q-Qo)/mA.h	Ewe/V	cycle number	
5.010999978169099E+004	1	5.279709426045348E+001	-5.279709323147742E+001	2.4041352E+000	0.000000000000000E+000
5.013999978174687E+004	1	5.282870902594482E+001	-5.282870799619444E+001	2.4039824E+000	0.000000000000000E+000
5.016999978180275E+004	1	5.286032390425938E+001	-5.286032287374073E+001	2.4038680E+000	0.000000000000000E+000
5.019999978185863E+004	1	5.289193869903295E+001	-5.289193766775396E+001	2.4037533E+000	0.000000000000000E+000
5.022999978191451E+004	1	5.292355350015730E+001	-5.292355246809922E+001	2.4035625E+000	0.000000000000000E+000
5.025999978197039E+004	1	5.295516837398983E+001	-5.295516734115378E+001	2.4032950E+000	0.000000000000000E+000
5.028999978202627E+004	1	5.298678328296400E+001	-5.298678224936655E+001	2.4033334E+000	0.000000000000000E+000
5.031999978208214E+004	1	5.301839813078713E+001	-5.301839709641912E+001	2.4031615E+000	0.000000000000000E+000
5.034999978213802E+004	1	5.305001291836640E+001	-5.305001188321913E+001	2.4030087E+000	0.000000000000000E+000
5.037999978219390E+004	1	5.308162778898363E+001	-5.308162675305726E+001	2.4030468E+000	0.000000000000000E+000
5.040999978224978E+004	1	5.311324271482604E+001	-5.311324167814403E+001	2.4031615E+000	0.000000000000000E+000
5.043999978230566E+004	1	5.314485763237420E+001	-5.314485659491341E+001	2.4029706E+000	0.000000000000000E+000
5.046999978236154E+004	1	5.317647258798604E+001	-5.317647154975012E+001	2.4027987E+000	0.000000000000000E+000
5.049999978241742E+004	1	5.320808748263953E+001	-5.320808644365035E+001	2.4025695E+000	0.000000000000000E+000
5.052999978247330E+004	1	5.323970238452284E+001	-5.323970134476978E+001	2.4026077E+000	0.000000000000000E+000
5.055999978252918E+004	1	5.327131732640832E+001	-5.327131628588136E+001	2.4024551E+000	0.000000000000000E+000
5.058999978258506E+004	1	5.330293221025358E+001	-5.330293116896046E+001	2.4024932E+000	0.000000000000000E+000
5.061999978264094E+004	1	5.333454723776054E+001	-5.333454619568883E+001	2.4026651E+000	0.000000000000000E+000
5.064999978269682E+004	1	5.336616218280340E+001	-5.336616113998154E+001	2.4022832E+000	0.000000000000000E+000
5.067999978275270E+004	1	5.339777720356737E+001	-5.339777615997568E+001	2.4020350E+000	0.000000000000000E+000
5.070999978280858E+004	1	5.342939231605464E+001	-5.342939127169450E+001	2.4018822E+000	0.000000000000000E+000
5.073999978286446E+004	1	5.346100754039044E+001	-5.346100649527924E+001	2.4018440E+000	0.000000000000000E+000
5.076999978292033E+004	1	5.349262275198955E+001	-5.349262170613363E+001	2.4017296E+000	0.000000000000000E+000
5.079999978297621E+004	1	5.352423790320912E+001	-5.352423685659387E+001	2.4018822E+000	0.000000000000000E+000
5.082999978303209E+004	1	5.355585300814969E+001	-5.355585196076277E+001	2.4016149E+000	0.000000000000000E+000
5.085999978308797E+004	1	5.358746806039234E+001	-5.358746701221715E+001	2.4014814E+000	0.000000000000000E+000
5.088999978314385E+004	1	5.361908304780206E+001	-5.361908199886375E+001	2.4012904E+000	0.000000000000000E+000
5.091999978319973E+004	1	5.365069799003614E+001	-5.365069694032500E+001	2.4011376E+000	0.000000000000000E+000
5.094999978325561E+004	1	5.368231301175547E+001	-5.368231196127526E+001	2.4010804E+000	0.000000000000000E+000
5.097999978331149E+004	1	5.371392804054878E+001	-5.371392698929362E+001	2.4008894E+000	0.000000000000000E+000
5.100999978336737E+004	1	5.374554301243523E+001	-5.374554196042495E+001	2.4008512E+000	0.000000000000000E+000
5.103999978342325E+004	1	5.377715785103376E+001	-5.377715679824745E+001	2.4005840E+000	0.000000000000000E+000
5.106999978347913E+004	1	5.380877284636095E+001	-5.380877179280989E+001	2.4004693E+000	0.000000000000000E+000
5.109999978353501E+004	1	5.384038796509223E+001	-5.384038691078339E+001	2.4003358E+000	0.000000000000000E+000
5.112999978359089E+004	1	5.387200303217428E+001	-5.387200197710715E+001	2.4002976E+000	0.000000000000000E+000
5.115999978364677E+004	1	5.390361805065775E+001	-5.390361699482695E+001	2.4001639E+000	0.000000000000000E+000
5.118999978370265E+004	1	5.393523319339573E+001	-5.393523213679904E+001	2.3999538E+000	0.000000000000000E+000
5.121999978375853E+004	1	5.396684832471695E+001	-5.396684726734908E+001	2.3998013E+000	0.000000000000000E+000
5.124999978381440E+004	1	5.399846344338486E+001	-5.399846238524310E+001	2.3996866E+000	0.000000000000000E+000
5.127999978387028E+004	1	5.403007870665894E+001	-5.403007764774375E+001	2.3996484E+000	0.000000000000000E+000
5.130999978392616E+004	1	5.406169371899637E+001	-5.406169265932049E+001	2.3996294E+000	0.000000000000000E+000
5.133999978398204E+004	1	5.409330884143581E+001	-5.409330778099452E+001	2.3996675E+000	0.000000000000000E+000
5.136999978403792E+004	1	5.412492394519344E+001	-5.412492288396740E+001	2.3996103E+000	0.000000000000000E+000
5.139999978409380E+004	1	5.415653910149164E+001	-5.415653803952514E+001	2.3993430E+000	0.000000000000000E+000
5.142999978414968E+004	1	5.418815415742000E+001	-5.418815309468410E+001	2.3992665E+000	0.000000000000000E+000
5.145999978420556E+004	1	5.421976928887048E+001	-5.421976822535944E+001	2.3992093E+000	0.000000000000000E+000
5.148999978426144E+004	1	5.425138452470576E+001	-5.425138346044636E+001	2.3989801E+000	0.000000000000000E+000
5.151999978431732E+004	1	5.428299972253320E+001	-5.428299865751256E+001	2.3989611E+000	0.000000000000000E+000
5.154999978437320E+004	1	5.431461493406891E+001	-5.431461386827066E+001	2.3988848E+000	0.000000000000000E+000
5.157999978442908E+004	1	5.434623017600853E+001	-5.434622910944401E+001	2.3987129E+000	0.000000000000000E+000
5.160999978448496E+004	1	5.437784540608273E+001	-5.437784433875561E+001	2.3984456E+000	0.000000000000000E+000
5.163999978454084E+004	1	5.440946071801202E+001	-5.440945964992778E+001	2.3984456E+000	0.000000000000000E+000
5.166999978459672E+004	1	5.444107593314408E+001	-5.444107486429797E+001	2.3981593E+000	0.000000000000000E+000
5.169999978465259E+004	1	5.447269121910799E+001	-5.447269014952074E+001	2.3980255E+000	0.000000000000000E+000
5.172999978470847E+004	1	5.450430637836659E+001	-5.450430530801148E+001	2.3979492E+000	0.000000000000000E+000
5.175999978476435E+004	1	5.453592151510519E+001	-5.453592044399081E+001	2.3977964E+000	0.000000000000000E+000
5.178999978482023E+004	1	5.456753655370036E+001	-5.456753548181280E+001	2.3977201E+000	0.000000000000000E+000
5.181999978487611E+004	1	5.459915151683082E+001	-5.459915044416612E+001	2.3975482E+000	0.000000000000000E+000
5.184999978493199E+004	1	5.463076653642136E+001	-5.463076546298944E+001	2.3975673E+000	0.000000000000000E+000
5.187999978498787E+004	1	5.466238152971344E+001	-5.466238045550453E+001	2.3974528E+000	0.000000000000000E+000
5.190999978504375E+004	1	5.469399652309450E+001	-5.469399544810052E+001	2.3972428E+000	0.000000000000000E+000
5.193999978509963E+004	1	5.472561154700871E+001	-5.472561047123695E+001	2.3970900E+000	0.000000000000000E+000
5.196999978515551E+004	1	5.475722648949293E+001	-5.475722541295454E+001	2.3969374E+000	0.000000000000000E+000
5.199999978521139E+004	1	5.478884146931783E+001	-5.478884039201598E+001	2.3968799E+000	0.000000000000000E+000
5.202999978526727E+004	1	5.482045643652054E+001	-5.482045535845264E+001	2.3966508E+000	0.000000000000000E+000
5.205999978532315E+004	1	5.485207134077922E+001	-5.485207026195341E+001	2.3964791E+000	0.000000000000000E+000
5.208999978537903E+004	1	5.488368619244411E+001	-5.488368511285793E+001	2.3965936E+000	0.000000000000000E+000
5.211999978543491E+004	1	5.491530111163020E+001	-5.491530003128401E+001	2.3965745E+000	0.000000000000000E+000
5.214999978549079E+004	1	5.494691609769879E+001	-5.494691501659944E+001	2.3963835E+000	0.000000000000000E+000
5.217999978554666E+004	1	5.497853101579805E+001	-5.497852993392775E+001	2.3964407E+000	0.000000000000000E+000
5.220999978560254E+004	1	5.501014591426460E+001	-5.501014483162164E+001	2.3963645E+000	0.000000000000000E+000
5.223999978565842E+004	1	5.504176076072649E+001	-5.504175967732530E+001	2.3960400E+000	0.000000000000000E+000
5.226999978571430E+004	1	5.507337555698767E+001	-5.507337447282028E+001	2.3959634E+000	0.000000000000000E+000
5.229999978577018E+004	1	5.510499041874323E+001	-5.510498933379544E+001	2.3958681E+000	0.000000000000000E+000
5.232999978582606E+004	1	5.513660532757816E+001	-5.513660424186272E+001	2.3957152E+000	0.000000000000000E+000
5.235999978588194E+004	1	5.516822026690944E+001	-5.516821918040509E+001	2.3956008E+000	0.000000000000000E+000
5.238999978593782E+004	1	5.519983526261610E+001	-5.519983417533048E+001	2.3955436E+000	0.000000000000000E+000
5.241999978599370E+004	1	5.523145023170812E+001	-5.523144914365387E+001	2.3954098E+000	0.000000000000000E+000
5.244999978604958E+004	1	5.526306522008091E+001	-5.526306413126919E+001	2.3952763E+000	0.000000000000000E+000
5.247999978610546E+004	1	5.529468012531192E+001	-5.529467903574954E+001	2.3951426E+000	0.000000000000000E+000
5.250999978616134E+004	1	5.532629508487930E+001	-5.532629399455993E+001	2.3950853E+000	0.000000000000000E+000
5.253999978621722E+004	1	5.535791010119644E+001	-5.535790901010548E+001	2.3948944E+000	0.000000000000000E+000
5.256999978627310E+004	1	5.538952507856497E+001	-5.538952398671627E+001	2.3947606E+000	0.000000000000000E+000
5.259999978632898E+004	1	5.542114008084496E+001	-5.542113898824385E+001	2.3946462E+000	0.000000000000000E+000
5.262999978638485E+004	1	5.545275517173883E+001	-5.545275407836056E+001	2.3946462E+000	0.000000000000000E+000
5.265999978644073E+004	1	5.548437017763418E+001	-5.548436908349710E+001	2.3946080E+000	0.000000000000000E+000
5.268999978649661E+004	1	5.551598506240233E+001	-5.551598396749051E+001	2.3943408E+000	0.000000000000000E+000
5.271999978655249E+004	1	5.554759993101205E+001	-5.554759883533902E+001	2.3942261E+000	0.000000000000000E+000
5.274999978660837E+004	1	5.557921486988629E+001	-5.557921377345202E+001	2.3939588E+000	0.000000000000000E+000
5.277999978666425E+004	1	5.561082985424446E+001	-5.561082875703345E+001	2.3938634E+000	0.000000000000000E+000
5.280999978672013E+004	1	5.564244480078153E+001	-5.564244370280202E+001	2.3936343E+000	0.000000000000000E+000
5.283999978677601E+004	1	5.567405971544632E+001	-5.567405861668473E+001	2.3935006E+000	0.000000000000000E+000
5.286999978683189E+004	1	5.570567453910415E+001	-5.570567343958177E+001	2.3933287E+000	0.000000000000000E+000
5.289999978688777E+004	1	5.573728935331317E+001	-5.573728825303099E+001	2.3932905E+000	0.000000000000000E+000
5.292999978694365E+004	1	5.576890428821136E+001	-5.576890318716868E+001	2.3930995E+000	0.000000000000000E+000
5.295999978699953E+004	1	5.580051934437268E+001	-5.580051824256521E+001	2.3929660E+000	0.000000000000000E+000
5.298999978705541E+004	1	5.583213437474860E+001	-5.583213327218638E+001	2.3924315E+000	0.000000000000000E+000
5.301999978711129E+004	1	5.586374939120747E+001	-5.586374828788577E+001	2.3923740E+000	0.000000000000000E+000
5.304999978716717E+004	1	5.589536444270897E+001	-5.589536333861898E+001	2.3921640E+000	0.000000000000000E+000
5.307999978722305E+004	1	5.592697943136835E+001	-5.592697832651594E+001	2.3920877E+000	0.000000000000000E+000
5.310999978727892E+004	1	5.595859452566510E+001	-5.595859342004956E+001	2.3922024E+000	0.000000000000000E+000
5.313999978733480E+004	1	5.599020967167360E+001	-5.599020856527874E+001	2.3920496E+000	0.000000000000000E+000
5.316999978739068E+004	1	5.602182474019839E+001	-5.602182363304824E+001	2.3919542E+000	0.000000000000000E+000
5.319999978744656E+004	1	5.605343983064419E+001	-5.605343872272788E+001	2.3918586E+000	0.000000000000000E+000
5.322999978750244E+004	1	5.608505480382056E+001	-5.608505369514646E+001	2.3919542E+000	0.000000000000000E+000
5.325999978755832E+004	1	5.611666975204449E+001	-5.611666864258756E+001	2.3918395E+000	0.000000000000000E+000
5.328999978761420E+004	1	5.614828472721735E+001	-5.614828361700530E+001	2.3918395E+000	0.000000000000000E+000
5.331999978767008E+004	1	5.617989976063382E+001	-5.617989864965481E+001	2.3914769E+000	0.000000000000000E+000
5.334999978772596E+004	1	5.621151473589225E+001	-5.621151362414582E+001	2.3913050E+000	0.000000000000000E+000
5.337999978778184E+004	1	5.624312968798332E+001	-5.624312857547024E+001	2.3912094E+000	0.000000000000000E+000
5.340999978783772E+004	1	5.627474467175742E+001	-5.627474355848175E+001	2.3910758E+000	0.000000000000000E+000
5.343999978789360E+004	1	5.630635968410135E+001	-5.630635857006349E+001	2.3909612E+000	0.000000000000000E+000
5.346999978794948E+004	1	5.633797470167004E+001	-5.633797358688508E+001	2.3909230E+000	0.000000000000000E+000
5.349999978800536E+004	1	5.636958971297832E+001	-5.636958859742790E+001	2.3909802E+000	0.000000000000000E+000
5.352999978806124E+004	1	5.640120470890000E+001	-5.640120359258821E+001	2.3908658E+000	0.000000000000000E+000
5.355999978811711E+004	1	5.643281969190804E+001	-5.643281857481904E+001	2.3908277E+000	0.000000000000000E+000
5.358999978817299E+004	1	5.646443469403566E+001	-5.646443357618471E+001	2.3905795E+000	0.000000000000000E+000
5.361999978822887E+004	1	5.649604968376580E+001	-5.649604856515948E+001	2.3903885E+000	0.000000000000000E+000
5.364999978828475E+004	1	5.652766466429774E+001	-5.652766354492198E+001	2.3904457E+000	0.000000000000000E+000
5.367999978834063E+004	1	5.655927955831382E+001	-5.655927843817332E+001	2.3903122E+000	0.000000000000000E+000
5.370999978839651E+004	1	5.659089450816774E+001	-5.659089338726531E+001	2.3903503E+000	0.000000000000000E+000
5.373999978845239E+004	1	5.662250941096063E+001	-5.662250828928841E+001	2.3900256E+000	0.000000000000000E+000
5.376999978850827E+004	1	5.665412434714718E+001	-5.665412322471789E+001	2.3900640E+000	0.000000000000000E+000
5.379999978856415E+004	1	5.668573905787301E+001	-5.668573793467702E+001	2.3898921E+000	0.000000000000000E+000
5.382999978862003E+004	1	5.671735391465861E+001	-5.671735279068767E+001	2.3897393E+000	0.000000000000000E+000
5.385999978867591E+004	1	5.674896867060132E+001	-5.674896754588395E+001	2.3894529E+000	0.000000000000000E+000
5.388999978873179E+004	1	5.678058357829651E+001	-5.678058245281542E+001	2.3893766E+000	0.000000000000000E+000
5.391999978878767E+004	1	5.681219843647160E+001	-5.681219731022654E+001	2.3892620E+000	0.000000000000000E+000
5.394999978884355E+004	1	5.684381334834389E+001	-5.684381222132418E+001	2.3891094E+000	0.000000000000000E+000
5.397999978889943E+004	1	5.687542822988004E+001	-5.687542710207955E+001	2.3889947E+000	0.000000000000000E+000
5.400999978895531E+004	1	5.690704308946695E+001	-5.690704196088897E+001	2.3887846E+000	0.000000000000000E+000
5.403999978901118E+004	1	5.693865792541771E+001	-5.693865679607853E+001	2.3885937E+000	0.000000000000000E+000
5.406999978906706E+004	1	5.697027282079228E+001	-5.697027169069396E+001	2.3885937E+000	0.000000000000000E+000
5.409999978912294E+004	1	5.700188786015975E+001	-5.700188672928355E+001	2.3884411E+000	0.000000000000000E+000
5.412999978917882E+004	1	5.703350284760482E+001	-5.703350171596400E+001	2.3884220E+000	0.000000000000000E+000
5.415999978923470E+004	1	5.706511785334414E+001	-5.706511672094742E+001	2.3882120E+000	0.000000000000000E+000
5.418999978929058E+004	1	5.709673273868363E+001	-5.709673160550796E+001	2.3881929E+000	0.000000000000000E+000
5.421999978934646E+004	1	5.712834762107043E+001	-5.712834648712264E+001	2.3880019E+000	0.000000000000000E+000
5.424999978940234E+004	1	5.715996239297437E+001	-5.715996125824179E+001	2.3879256E+000	0.000000000000000E+000
5.427999978945822E+004	1	5.719157722326412E+001	-5.719157608775790E+001	2.3877919E+000	0.000000000000000E+000
5.430999978951410E+004	1	5.722319207172947E+001	-5.722319093545713E+001	2.3876774E+000	0.000000000000000E+000
5.433999978956998E+004	1	5.725480694045762E+001	-5.725480580340761E+001	2.3874674E+000	0.000000000000000E+000
5.436999978962586E+004	1	5.728642175766787E+001	-5.728642061983506E+001	2.3873527E+000	0.000000000000000E+000
5.439999978968174E+004	1	5.731803660092989E+001	-5.731803546231641E+001	2.3871617E+000	0.000000000000000E+000
5.442999978973762E+004	1	5.734965148078648E+001	-5.734965034141715E+001	2.3870664E+000	0.000000000000000E+000
5.445999978979350E+004	1	5.738126651932311E+001	-5.738126537919328E+001	2.3869135E+000	0.000000000000000E+000
5.448999978984937E+004	1	5.741288159414953E+001	-5.741288045325406E+001	2.3869135E+000	0.000000000000000E+000
5.451999978990525E+004	1	5.744449672142276E+001	-5.744449557977189E+001	2.3869517E+000	0.000000000000000E+000
5.454999978996113E+004	1	5.747611178033019E+001	-5.747611063792006E+001	2.3867800E+000	0.000000000000000E+000
5.457999979001701E+004	1	5.750772673705618E+001	-5.750772559389009E+001	2.3868754E+000	0.000000000000000E+000
5.460999979007289E+004	1	5.753934153420213E+001	-5.753934039026377E+001	2.3865509E+000	0.000000000000000E+000
5.463999979012877E+004	1	5.757095628807030E+001	-5.757095514336978E+001	2.3866844E+000	0.000000000000000E+000
5.466999979018465E+004	1	5.760257110299469E+001	-5.760256995752228E+001	2.3863790E+000	0.000000000000000E+000
5.469999979024053E+004	1	5.763418589724369E+001	-5.763418475099447E+001	2.3860736E+000	0.000000000000000E+000
5.472999979029641E+004	1	5.766580073999084E+001	-5.766579959298701E+001	2.3860545E+000	0.000000000000000E+000
5.475999979035229E+004	1	5.769741571796558E+001	-5.769741457017994E+001	2.3857872E+000	0.000000000000000E+000
5.478999979040817E+004	1	5.772903074401790E+001	-5.772902959548664E+001	2.3858254E+000	0.000000000000000E+000
5.481999979046405E+004	1	5.776064562648592E+001	-5.776064447718250E+001	2.3857489E+000	0.000000000000000E+000
5.484999979051993E+004	1	5.779226056523230E+001	-5.779225941516648E+001	2.3855963E+000	0.000000000000000E+000
5.487999979057581E+004	1	5.782387549928519E+001	-5.782387434845087E+001	2.3855007E+000	0.000000000000000E+000
5.490999979063169E+004	1	5.785549032944146E+001	-5.785548917786122E+001	2.3853672E+000	0.000000000000000E+000
5.493999979068757E+004	1	5.788710515810806E+001	-5.788710400577770E+001	2.3851380E+000	0.000000000000000E+000
5.496999979074344E+004	1	5.791871996824448E+001	-5.791871881515704E+001	2.3850043E+000	0.000000000000000E+000
5.499999979079932E+004	1	5.795033488508853E+001	-5.795033373122512E+001	2.3847942E+000	0.000000000000000E+000
5.502999979085520E+004	1	5.798194980837103E+001	-5.798194865373888E+001	2.3844888E+000	0.000000000000000E+000
5.505999979091108E+004	1	5.801356480897771E+001	-5.801356365360127E+001	2.3843744E+000	0.000000000000000E+000
5.508999979096696E+004	1	5.804517981157434E+001	-5.804517865541490E+001	2.3842025E+000	0.000000000000000E+000
5.511999979102284E+004	1	5.807679478148722E+001	-5.807679362457546E+001	2.3841643E+000	0.000000000000000E+000
5.514999979107872E+004	1	5.810840969445825E+001	-5.810840853678465E+001	2.3841262E+000	0.000000000000000E+000
5.517999979113460E+004	1	5.814002459747008E+001	-5.814002343902863E+001	2.3840115E+000	0.000000000000000E+000
5.520999979119048E+004	1	5.817163947531018E+001	-5.817163831608995E+001	2.3839734E+000	0.000000000000000E+000
5.523999979124636E+004	1	5.820325440558366E+001	-5.820325324559575E+001	2.3839352E+000	0.000000000000000E+000
5.526999979130224E+004	1	5.823486930273484E+001	-5.823486814198695E+001	2.3837633E+000	0.000000000000000E+000
5.529999979135812E+004	1	5.826648419974573E+001	-5.826648303823514E+001	2.3835342E+000	0.000000000000000E+000
5.532999979141400E+004	1	5.829809918110365E+001	-5.829809801880624E+001	2.3835533E+000	0.000000000000000E+000
5.535999979146988E+004	1	5.832971408409010E+001	-5.832971292103598E+001	2.3832479E+000	0.000000000000000E+000
5.538999979152576E+004	1	5.836132909855351E+001	-5.836132793472957E+001	2.3830950E+000	0.000000000000000E+000
5.541999979158163E+004	1	5.839294413829195E+001	-5.839294297370826E+001	2.3831522E+000	0.000000000000000E+000
5.544999979163751E+004	1	5.842455908442074E+001	-5.842455791906291E+001	2.3829997E+000	0.000000000000000E+000
5.547999979169339E+004	1	5.845617402850448E+001	-5.845617286238119E+001	2.3829041E+000	0.000000000000000E+000
5.550999979174927E+004	1	5.848778899651689E+001	-5.848778782963360E+001	2.3829615E+000	0.000000000000000E+000
5.553999979180515E+004	1	5.851940380320055E+001	-5.851940263554984E+001	2.3825986E+000	0.000000000000000E+000
5.556999979186103E+004	1	5.855101863198309E+001	-5.855101746357366E+001	2.3825605E+000	0.000000000000000E+000
5.559999979191691E+004	1	5.858263343424256E+001	-5.858263226505481E+001	2.3824651E+000	0.000000000000000E+000
5.562999979197279E+004	1	5.861424814753227E+001	-5.861424697759312E+001	2.3823123E+000	0.000000000000000E+000
5.565999979202867E+004	1	5.864586292913806E+001	-5.864586175842518E+001	2.3821785E+000	0.000000000000000E+000
5.568999979208455E+004	1	5.867747769020743E+001	-5.867747651872476E+001	2.3820832E+000	0.000000000000000E+000
5.571999979214043E+004	1	5.870909248419164E+001	-5.870909131195211E+001	2.3819113E+000	0.000000000000000E+000
5.574999979219631E+004	1	5.874070718852876E+001	-5.874070601551819E+001	2.3818350E+000	0.000000000000000E+000
5.577999979225219E+004	1	5.877232189275637E+001	-5.877232071898116E+001	2.3817778E+000	0.000000000000000E+000
5.580999979230807E+004	1	5.880393663854242E+001	-5.880393546400484E+001	2.3817012E+000	0.000000000000000E+000
5.583999979236395E+004	1	5.883555135687639E+001	-5.883555018157567E+001	2.3814530E+000	0.000000000000000E+000
5.586999979241983E+004	1	5.886716615781594E+001	-5.886716498174874E+001	2.3814530E+000	0.000000000000000E+000
5.589999979247570E+004	1	5.889878101414640E+001	-5.889877983730629E+001	2.3813767E+000	0.000000000000000E+000
5.592999979253158E+004	1	5.893039591963536E+001	-5.893039474205165E+001	2.3810713E+000	0.000000000000000E+000
5.595999979258746E+004	1	5.896201076274716E+001	-5.896200958439795E+001	2.3810139E+000	0.000000000000000E+000
5.598999979264334E+004	1	5.899362556698930E+001	-5.899362438784318E+001	2.3807466E+000	0.000000000000000E+000
5.601999979269922E+004	1	5.902524048639187E+001	-5.902523930647511E+001	2.3806894E+000	0.000000000000000E+000
5.604999979275510E+004	1	5.905685534802176E+001	-5.905685416733853E+001	2.3805940E+000	0.000000000000000E+000
5.607999979281098E+004	1	5.908847013344812E+001	-5.908846895198112E+001	2.3804030E+000	0.000000000000000E+000
5.610999979286686E+004	1	5.912008484414886E+001	-5.912008366191843E+001	2.3801548E+000	0.000000000000000E+000
5.613999979292274E+004	1	5.915169959715138E+001	-5.915169841414865E+001	2.3801167E+000	0.000000000000000E+000
5.616999979297862E+004	1	5.918331436777680E+001	-5.918331318400622E+001	2.3801167E+000	0.000000000000000E+000
5.619999979303450E+004	1	5.921492913963484E+001	-5.921492795508639E+001	2.3799067E+000	0.000000000000000E+000
5.622999979309038E+004	1	5.924654381856471E+001	-5.924654263323283E+001	2.3799448E+000	0.000000000000000E+000
5.625999979314626E+004	1	5.927815844831659E+001	-5.927815726221413E+001	2.3798492E+000	0.000000000000000E+000
5.628999979320214E+004	1	5.930977310503194E+001	-5.930977191813405E+001	2.3798301E+000	0.000000000000000E+000
5.631999979325802E+004	1	5.934138772753531E+001	-5.934138653988866E+001	2.3797157E+000	0.000000000000000E+000
5.634999979331389E+004	1	5.937300236363931E+001	-5.937300117523448E+001	2.3794103E+000	0.000000000000000E+000
5.637999979336977E+004	1	5.940461708498517E+001	-5.940461589581267E+001	2.3792384E+000	0.000000000000000E+000
5.640999979342565E+004	1	5.943623185502170E+001	-5.943623066507907E+001	2.3791046E+000	0.000000000000000E+000
5.643999979348153E+004	1	5.946784650807282E+001	-5.946784531735918E+001	2.3789520E+000	0.000000000000000E+000
5.646999979353741E+004	1	5.949946115814824E+001	-5.949945996665478E+001	2.3788373E+000	0.000000000000000E+000
5.649999979359329E+004	1	5.953107585453623E+001	-5.953107466227129E+001	2.3787992E+000	0.000000000000000E+000
5.652999979364917E+004	1	5.956269064222634E+001	-5.956268944918198E+001	2.3785701E+000	0.000000000000000E+000
5.655999979370505E+004	1	5.959430544615221E+001	-5.959430425232294E+001	2.3784938E+000	0.000000000000000E+000
5.658999979376093E+004	1	5.962592023840148E+001	-5.962591904380120E+001	2.3786273E+000	0.000000000000000E+000
5.661999979381681E+004	1	5.965753498965333E+001	-5.965753379430389E+001	2.3783791E+000	0.000000000000000E+000
5.664999979387269E+004	1	5.968914971862240E+001	-5.968914852262836E+001	2.3782456E+000	0.000000000000000E+000
5.667999979392857E+004	1	5.972076454295482E+001	-5.972076334627385E+001	2.3782265E+000	0.000000000000000E+000
5.670999979398445E+004	1	5.975237928083729E+001	-5.975237808350680E+001	2.3781881E+000	0.000000000000000E+000
5.673999979404033E+004	1	5.978399396339864E+001	-5.978399276538941E+001	2.3780928E+000	0.000000000000000E+000
5.676999979409621E+004	1	5.981560861871866E+001	-5.981560742005560E+001	2.3778636E+000	0.000000000000000E+000
5.679999979415209E+004	1	5.984722332442587E+001	-5.984722212512631E+001	2.3777108E+000	0.000000000000000E+000
5.682999979420796E+004	1	5.987883809750887E+001	-5.987883689753998E+001	2.3776536E+000	0.000000000000000E+000
5.685999979426384E+004	1	5.991045285486148E+001	-5.991045165424453E+001	2.3773291E+000	0.000000000000000E+000
5.688999979431972E+004	1	5.994206772996343E+001	-5.994206652869606E+001	2.3773673E+000	0.000000000000000E+000
5.691999979437560E+004	1	5.997368240143273E+001	-5.997368119954523E+001	2.3772144E+000	0.000000000000000E+000
5.694999979443148E+004	1	6.000529706560383E+001	-6.000529586309242E+001	2.3771763E+000	0.000000000000000E+000
5.697999979448736E+004	1	6.003691170337225E+001	-6.003691050021447E+001	2.3770428E+000	0.000000000000000E+000
5.700999979454324E+004	1	6.006852634946139E+001	-6.006852514564726E+001	2.3768327E+000	0.000000000000000E+000
5.703999979459912E+004	1	6.010014109960124E+001	-6.010013989512719E+001	2.3767562E+000	0.000000000000000E+000
5.706999979465500E+004	1	6.013175577762176E+001	-6.013175457249704E+001	2.3766227E+000	0.000000000000000E+000
5.709999979471088E+004	1	6.016337041648883E+001	-6.016336921071562E+001	2.3764508E+000	0.000000000000000E+000
5.712999979476676E+004	1	6.019498515844957E+001	-6.019498395202531E+001	2.3764508E+000	0.000000000000000E+000
5.715999979482264E+004	1	6.022659994317844E+001	-6.022659873611090E+001	2.3763363E+000	0.000000000000000E+000
5.718999979487852E+004	1	6.025821463212154E+001	-6.025821342439440E+001	2.3762407E+000	0.000000000000000E+000
5.721999979493440E+004	1	6.028982937377208E+001	-6.028982816538414E+001	2.3761263E+000	0.000000000000000E+000
5.724999979499028E+004	1	6.032144422237724E+001	-6.032144301333067E+001	2.3760116E+000	0.000000000000000E+000
5.727999979504615E+004	1	6.035305904166938E+001	-6.035305783199088E+001	2.3760307E+000	0.000000000000000E+000
5.730999979510203E+004	1	6.038467387114042E+001	-6.038467266084523E+001	2.3758972E+000	0.000000000000000E+000
5.733999979515791E+004	1	6.041628866735013E+001	-6.041628745638636E+001	2.3759162E+000	0.000000000000000E+000
5.736999979521379E+004	1	6.044790344714286E+001	-6.044790223553827E+001	2.3757253E+000	0.000000000000000E+000
5.739999979526967E+004	1	6.047951817450419E+001	-6.047951696223381E+001	2.3756680E+000	0.000000000000000E+000
5.742999979532555E+004	1	6.051113295854262E+001	-6.051113174561479E+001	2.3754771E+000	0.000000000000000E+000
5.745999979538143E+004	1	6.054274778248242E+001	-6.054274656893116E+001	2.3752098E+000	0.000000000000000E+000
5.748999979543731E+004	1	6.057436248097346E+001	-6.057436126678170E+001	2.3752098E+000	0.000000000000000E+000
5.751999979549319E+004	1	6.060597734464294E+001	-6.060597612979083E+001	2.3750570E+000	0.000000000000000E+000
5.754999979554907E+004	1	6.063759230064220E+001	-6.063759108511734E+001	2.3747706E+000	0.000000000000000E+000
